"","Rating","Text"
"210",5,"  If its Pixar, you know its good."
"211",5,"  I didn't expect that this movie would be worth watching. I didn't expect it to make me cry."
"212",5,"  One of the best adaptation I've ever seen of Disney regarding a local culture and traditions. Full of feelings and memorable songs."
"213",5,"  Another masterpiece from Pixar."
"214",4.5,"  This film is visually stunning. It has a great story with a lot of heart and great characters. The music isn't half bad either. Another great success from Pixar."
"215",3,"  MY kids loved it. I thought it was entertaining for an animated movie."
"216",5,"  One of the best animations I've seen for a very long time. Colourful, funny, thought provoking and emotional. Loved it!"
"217",4,"  Contains all the classic Pixar elements, but the Mexican setting, the music, and a really well thought out story put this in the absolute top bracket."
"218",5,"  This is an amazingly well done movie. Coco has such a rich amount of culture and great music in it. I love the message of remembering those who preceded us, our ancestors. We should honor their memory. We should also be our own individual as we do so. Coco has very beautiful animation. There is a significant amount of humor and it is just a fun movie to watch. It really makes me appreciate my family a lot more"
"219",5,"  I cried so hard at the end."
"220",4.5,"  Arguably one of the best pixar films to come out in a very long time! The visuals are stunning, the music is beautiful and memorable and the characters are great. A great movie for kid and adults alike would definitly reccomend watching"
"221",5,"  Tarde a la fiesta, pero qu� hermosa es Coco. Sorprendido por las pocas risas, pero se compensa con creces con las lágrimas. Visualmente bellísima, bellísima entera. Michael Giacchino y su banda sonora espectacular, como siempre."
"222",5,"  Greeeeat Movie! A must see! It is funny, touching, inspirational. Probably one of my favorite Pixar movies."
"223",4,"  First and foremost, the 'Frozen' short is horrendous. I heard an 8 year old with a confused-whine ask the question 'Is this the movie?'. This was so bad, I wonder if my opinion on Coco was lowered due to the suffering.Coco - its a good story, but something amiss in the beginning. The story blooms & comes together later - but again I feel like it just missed the mark. Yes, tears are shed and there are some amazing well done scenes. I can't even review it further, cause I'm still peeved at the Frozen short."
"224",5,"  One of the best pictures of the year"
"225",5,"  A beautiful film in more ways then one. Absolutely a wonder to behold."
"226",5,"  The movie is a real feast for the senses. Worth seeing a few times. Really beautiful work. Maybe the most lush animated film I have ever seen."
"227",5,"  Marvellous film! Great addition to the Pixar Disney empire!"
"228",5,"  Fantastic in every way"
"229",5,"  me likey good mexico movie"
"230",5,"  Brilliant, smart and with heart. Pixar's Coco is another masterpiece from the studio, visually insane, amazing characters, surprising plot twist, extremely cultural and provide strong families lessons. (5/5)"
"231",3.5,"  Cute for the kids, funny but forgettable. Coco is a clever made animated feature film. That's what it is. There's a beginning, a middle and an end. The soundtrack is average, not memorable. At some point it feels like the writer was searching too much for where it should be heading to. Topics like life and death run throughout the movie, so I would consider this a 12+ movie and not for all ages. Nice to watch on a Sunday afternoon when you got nothing else to do.@Korben_Dallas on Twitter"
"232",5,"  Loved this film! It teaches children about death, in a way that they will understand. The animation is beautiful, and the characters are so funny.It will make you laugh and cry. Should see it with family!"
"233",5,"  Top tier disney movie. Refreshing"
"234",4,"  One of Pixar's better efforts, and while very heavily hyped (as usual), it's not completely overhyped for a change. Perfect it isn't, but it's quite clever and, to my surprise, actually uses the fairly morbid setting to tell a surprisingly dark story in the latter half."
"235",5,"  This movie is so beautiful. I can't express how much I loved it."
"236",5,"  Exciting, visually stunning, dramatically very well made movie."
"237",5,"  Amazing movie...makes me appreciate my family more??"
"238",5,"  First movie that really made me cry, no other movie has achieved that."
"239",0.5,"  Simply the WORST Disney Movie ever made. Worse than any educational nature film of the 50's. Worse than the 2-bit animation of the 60's. And if any artist who worked on Moana had to also work on this, they should be paid PTSD damages. Absolutely NOTHING is good about this movie. It made me sick. I could'nt finish it and demand my money back from Amazon.About as fun to watch as road debris decaying."
"240",4.5,"  Heart warming, inspiring and one of a kind. Great family friendly movie, giving a brief glimpse of Mexican culture and providing a different perspective on life after death."
"241",4,"  Book of life was better 8/10"
"242",5,"  So beautiful in so many ways. I loved it!"
"243",5,"  An emotional ride better suited for adults."
"244",4,"  A sweet and funny animation that can be watched both by young people, old people and children. It's a feel good movie all the way, but you are never bored during it. And also it's very beautifully done and nice to see Disney pick up on some spanish (Latino) culture too."
"245",5,"  A great film. Stunning visuals accompanied by a thoughtful story. A solid equal to Pixar's greatest, like Wall-E, Toy Story, and Inside Out."
"246",5,"  Good Family oriented non sjw movie. What a relief!"
"247",5,"  If you don't cry, get a soul"
"248",5,"  Lee Unkrich is a great story teller."
"249",5,"  Watching Coco assures me that all the work that I've put into shooting and printing the full family portraits today is totally worth it!Pixar has once again amazed us with yet another brilliantly crafted animation.Thank you all. :)"
"250",4.5,"  Disney/Pixar did it again. A wonderful warm story about family and morals. In every pixar movie you have a funny figure and this time it is the dog. I love him, very funny!!"
"251",5,"  Awesome movie.. nice tracks and overall a must see"
"252",3.5,"  There are few animated films that are as visually stunning and impressive, and as emotionally satisfying and affecting as Coco, which is a story that touches on Mexican folklore and its syncretic beliefs - which is very similar to Asian beliefs of ancestral worship such as in Taoism. The most moving part would be when the song ""Remember Me"" is sung - I think there's nary a dry eye in the theatre as we are reminded that what finally matters and remains important is that it's about relationships: about family, friendships.... and forgiveness."
"253",3.5,"  Slow moving and predictable at times but the COLORS! Wow!"
"254",4,"  Coco, qui n'est pas sans rappeler un certain jeu vid�o du nom de Grim Fandango, célèbre de belle façon la culture mexicaine et différents thèmes tel que la famille et la mort (sans être pour autant être morbide) et plaira à coup sûr à toute la famille avec plusieurs moments très rigolo."
"255",3,"  Fun movie about family."
"256",5,"  Me gusto esta película porque la tengo descargada legalmente y también me encanto sus canciones. Saludos desde México"
"257",5,"  Beautiful film and very thought provoking"
"258",4,"  This movie has a lot of heart and some insanely emotional scenes. The only thing I don't like about it is it is kind of predictable. I already knew what was happening from 1/3 of the way through and it sort of played out exactly that way. I also think it wasn't as original as some make it out to be. I feel like this theme has been played before and it would be interesting to see a different aspect of Mexican culture. The music is catchy and most people will like it. Overall it is a really heartfelt movie and most people will find something they like about it."
"259",5,"  The art direction could have been better to support the incredible pixar polish. However the music, heart, and characters well make up for the lack luster execution of a fantastical setting. You will cry. A lot. And then a week later that song gets stuck in your head and you cry again."
"260",4,"  Coco is a very good, but unfortunately disappointing film which is far from Pixar's best works. The standout aspects are its world building which is amazing, its animation which is beautiful and pleasingly colorful and its mythology which has some very interesting concepts very well explored. The film explores death so well, it is sophisticated in that theme and it is particularly effective in the portrayal of Mexican culture and Día de los Muertos. The characterization is good and I particularly loved the second act with the fantasy adventure angle to it. But even though its emotional ending was somewhat earned, it was still too sentimental. The twist is also quite easy to predict. And its major problem is the soundtrack. Remember Me is definitely a good, well utilized song, but the rest of the songs are very weak and never at all comparable to the works of Disney. And when you have a film that is literally about music, you need to have a killer soundtrack which sadly isn't the case with Coco."
"261",4,"  Amazing family film, with great humor and outstanding animation"
"262",5,"  Pixar is Great. And I only cried a little."
"263",5,"  This is one of the best and most beautiful animated movies I've seen ever. The music, characters, scale, and colors are a delight to all of yours senses!"
"264",5,"  Watch it without spoilers. I'm not asking."
"265",5,"  E ainda tem quem diga que a Disney/Pixar não fazem animações como antigamente!!"
"266",5,"  Beautiful animation and a fun time for family members and Disney fans, Pixar still has the magic of making great animated stories. A"
"267",4.5,"  The heartwarming ""Coco"" is everything you expect from Pixar. It packs beautiful animation, pathos, and humor, while always being respectful to the culture it illustrates."
"268",5,"  Storytelling at its finest, attention to detail at its greatest and animation at its most ambitious! Is there anybody who could beat Pixar?!"
"269",4,"  Much of the joy in Coco is derived from the beautifully rendered Land of the Dead, animated in bright colors and intricate designs which honor the spirit of Mexican culture, with inhabitants appearing as skeletal versions of their former selves. It's refreshing to see a studio with such a massive reach take such care in representing other cultures."
"270",3,"  Visually pleasing but doesn't live up to the pixar originality that you're used to. The story feels a little generic even if it was an enjoyable adventure."
"271",5,"  Pixar as a studio is known for its thought-provoking, emotional, entertaining and original stories. ""Coco"" might be their most beautiful and charming film yet."
"272",4.5,"  nice story with so much heart and emotion,plus great music"
"273",0.5,"  Horrible illegal alien propaganda. The pixar version of the movie Turbo."
"274",5,"  Preciosa de principio a fin!"
"275",5,"  An instant life-time favorite."
"276",5,"  make sure you bring some tissues as you will cry"
"277",4,"  Watching cartoon skeletons for an hour is not very visual appealing. However, the story was well developed and very touching."
"278",5,"  The best family movie ever ... good and great plot and funny movie and overall i like it ... hope have sequel for this movie ..."
"279",4.5,"  Um filme belíssimo e emocionante da Pixar. Há cenas que garantem lágrimas do telespectador, as canções são encantadoras e o filme vai tocar seu coração. Mais um acerto da Disney-Pixar."
"280",4.5,"  wow,that was refreshing."
"281",5,"  This is a perfect movie. Might be Pixar's best film to date"
"282",5,"  This movie was so beautiful! It made me cry quite a few times. It definitely tugs at your heartstrings."
"283",5,"  Best movie ever. What a great family movie will make you cry and laugh"
"284",4,"  Another triumph from Pixar."
"285",5,"  TV Picture Mode settings for the Best Movie Ever Made.I just watched the iTunes Digital HD version of Coco thru my AppleTV (4th gen) on a 48"" 1080p Visio TV. I played with the picture settings and got pretty good results, so I want to share them. WHY THIS IS IMPORTANT-- The craftsmanship of the animation in Coco is astonishing. I fell in love with the A++ story, the symbolism, the dialog, the music, the cultural enlightenment (for me, anyway), and topping it off the animation. I am addicted. I saw Coco in the theater 20 times (3 in 3D) and each time I appreciated the workmanship in new ways: the entire topography of both worlds and how they moved in the background; reflections off wood, metal, and glass surfaces; scratches on guitar fingerboards; Miguel's hair; hundreds of different clothing outfits, with remarkably realistic textures; and on and on. I cannot name any movie of any kind that shows more effort in the making, and at the same time is so enjoyable. SO-I was worried that the home video versions would not do justice. But I was able to see most of what I saw at the theater - and I even continued to see even a lot more at home. This might be because my settings are a little bit lighter than the theater, so many background objects and other details were more visible. I am no expert, and I am hoping a few will offer better settings. But if you are not happy with your picture, I offer the following for your consideration. On Visio I had best luck with Picture Mode ""Calibrated"" which was: Backlight 100; Brightness 50; Contrast 80; Color 50; Tint 0; and Sharpness 50. I preferred Auto Brightness = Off."
"286",5,"  Return to form for Pixar. After a series of toy selling movies (though I like cars) this movie comes back with a bit of Pixar finesse. When it came out I was thinking how different it will be from Book of life but I was presently surprised. The characters were developed with high degree of artistry and the animation is top of the line (looks too real some times). The bond of family is exemplified by this movie and audience will feel the emotional surges as one progresses through the movie. The songs are nice and ""people"" of land of the dead are endearing. One of those movies which I will rewatch."
"287",2,"  It's a Disney / Pixar: obviously is a good movie. But I didn't like it and these are my reasons. 1. ""The book of life"" is still fresh in my mind, so the story feel borrowed (even if it's not). 2. It's not as funny as D/P movies usually are. 3. The music, as well, it's not as good as usual. 4. The most important reason is that I saw the story coming from miles away. I know, it's a movie for kids and families, not an Agatha Christie. So I invite all those kids and families to come here and give a 4 or 5 star reviews. But from my point of view, if I see the plot twist coming from scene 1... then the film is ruined. And doesn't matter if I am watching a psychological thriller or a cartoon. I repeat, is a good movie, but It's not really my fault if D/P set the standard so high with masterpieces like ""Wally"" or ""Zootopia"" or ""UP"" or many more. Now they have to live with it, and so do I."
"288",4,"  This film has a lot going for it once you start watching it, and then you might realize that it's great! I definitely though that Disney playing the twenty(!) minute Olaf from Frozen short in front of this film did it great disservice. However, I will agree with many others that this is Pixar in a return to form with a grounded, well-developed story, and sympathetic characters. Oh, and it's rather pretty to look at."
"289",5,"  Coco is the second best animation movie I've ever seen, losing to Inside Out. Every part of it is creative, refreshing, inovating and clever, the characters voice work couldn't be better as the touching, significant and beautiful songs. It will make you in tears if you are a sensible one. The design was dazzling as the story which portrays perfectly the mexican costums and life."
"290",5,"  The Pixar Masterpice"
"291",4.5,"  In the first few minutes of the movie I became worried, because this plot of ""all music being banned for some overdramatic reason, but the hero wanting to pursue a career/hobby in music anyway"" has been done before, namely in The Little Mermaid 3, and I hated the conflict in that. And I hated it here too.I understand this family's disgust for their great grandfather's decision to leave his family behind to become a musician, but to ban music? What cartoony nonsense is that. Why is everyone obsessed with shoes, when all they need to do is be obsessed with keeping every family member from leaving and starting a future of their own. The struggles the main character has to go through would still be present, but more importantly, the family would have an extreme, but more believable response to their great grandmother's tragedy. But it's not only them I don't understand. I also don't understand is the main character's blind dream to be like said grandfather. Let's ignore the brilliant plot twist at the end, the boy thought this man had abandoned his wife and daughter, yet he's never expressed his disapproval for that. Others in the movie have, but not this child we're supposed to be rooting for. Didn't he think, even once, that it was a little bit sick of this man to leave his wife to take care of their young daughter, for his own selfish goals? How old was this daughter then? 4? Is it impossible for someone to pursue their dreams a few years later, perhaps? And when the main character learns about his grandfather being this rich, famous Mexican superstar, his idol, did he not once ponder why he never sent his struggling wife money?Anyway, despite this movie's cheap set-up and these unanswered questions, it was an entertaining story. Disney is getting an increasing taste for writing plot twists, which I'm fine with, I always like a surprise.I just hope their next movie doesn't have the recycled plot of a worse, less successful movie."
"292",5,"  It was amazing movie probably the best movie I have seen in a long time!! It had perfect plot twists,great characters, great visuals and attention to detail for the image quality and an amazing lesson to teach."
"293",4,"  pixar.. I trust in you again."
"294",5,"  Coco's cultural message is highly kairotic; on the heels of a year of particularly harsh press against our southern neighbors, Coco offers a warm and inclusive picture of the richness of Mexican culture in its art, music and family life."
"295",3,"  Fun, solid music, solid plot. Overall a solid movie. Seen better, but i've seen worse"
"296",4.5,"  A formulaic and honestly even predictable film with the exact tropes you have now come to expect from Pixar. The main character doesn't stand out and the villian is quite dissapoi... N-no. I'm not crying. Y-you're c-crying *wipes off nose*"
"297",4.5,"  Touching film had elements of UP with nasty baddie and a number of surprises, a good family film"
"298",5,"  A great movie that is right up there with Toy Story. The Spanish flavor of the movie is one of the main appeals along with the great story it conveys. Many people in the movie were crying at the end including my 15 year old."
"299",5,"  hermosa, hermosa película, me gusto todo, inclusive la música conmueve"
"300",3.5,"  Coco is another fine animated film from Pixar, which should be enjoyed by the whole family."
"301",4,"  The movie would be an fantastic masterpiece, but the plot feels really used and two-dimensional half of the time"
"302",5,"  A beautiful movie, in every sense, with a deep sentiment."
"303",5,"  Coco is a very moving film that knows just how to pull at your heartstrings just enough to have you entertained the whole movie. You get just enough character from all the main characters to know how they are, it was very well made. It's a movie that's generally for anyone who just loves a good film about family and following your dream!"
"304",5,"  surely one of the best (y)"
"305",5,"  fairly predictable but undoubtedly has that pixar magic."
"306",3.5,"  This is one of the best films of the year while at the same time being completely forgettable. The music is all cut-off as soon as it starts... so you never hear a song actually completed during the film... so it is not really a musical that it tries to be. The song selections/writing was all poorly done but you will never hear a completed song anyway. The art direction is really well done with the eccentric color and lighting choices that make everything pop-out and look pretty. The story is rushed and constantly on the move but the rushed pacing feels ok unless they are cutting off another song."
"307",4.5,"  It looks grotesque at first, but there is a lot more to Coco than meets the eye. The music wasn't my favorite and nor was the animation, but what it lacks in other areas it makes up for in pure heart. It is such a sweet film with wonderful storytelling. (First and only viewing - 1/25/2018 in theaters)"
"308",4,"  mais j'aime mieux Book of life"
"309",3.5,"  It's nice to see another breathe of fresh air in the world of animated movies rather than the continued sequels that have plagued it for years among some original gems. I thought this was an ingenious concept and is brought to life in stunning visuals with a solid and heart tugging, if not a little predictable, plot.However, this is far from my favourite Pixar. While the idea of the land of the dead is good, I feel that this Pixar entry doesn't quite match up in terms of script. In other entries we are used to having a story that will have clever references that while the adults might get, the kids might miss. A lovely story but not special enough for me and probably a one off watch."
"310",4.5,"  This is one of the best animation movie I have ever watch. Stunning visual, simple story but have deep message about family. Yeah Coco deserve perfect score"
"311",5,"  A beautiful, rhythmic, and emotional movie which has been designed to perfection that will make anyone of any age group smile and cry at the same time.This is a movie I will remember for a long time. I just demand an explanation as to how a cat and a dog can see both the living and the dead in the movie."
"312",5,"  A very complex and intertwined storyline from the makers of Pixar and Disney. A great memorable movie I will never forget for so long, from now. Would highly recommend it to others and friends."
"313",5,"  Pixar knock it out of the park once again with this brilliant and poignant film. The animation is simply stunning."
"314",5,"  Excelent movie, I keep thinking of it everyday since the last two months"
"315",5,"  Definitely one of my favorites from pixar. The storyline and message in this movie was extremely moving. The visual effects just kicks it up to be an all time great."
"316",5,"  Another great piece of movie made by Pixar. Highly recommended!!!"
"317",4,"  Very good movie and very emotional. You're pretty much guaranteed to cry in this shit."
"318",5,"  What a wonderful movie! I wish it would get half the viewership of the much lesser kid movies out there. Great message, beautifully done."
"319",4,"  Very fun and entertaining Pixar film."
"320",4.5,"  I don't often cry when watching a movie. Cried like a baby at the end of this one. Beautiful movie, and in my opinion the best Pixar film to this day.Great representation of Dias de los Muertos, and shown in should a beautiful and colorful way (Maybe Trump will get more appreciation for Mexican culture!), and most of all, the music is unforgettable! I rarely give a film more than 4 stars, but now it's very well deserved!"
"321",4.5,"  I don't often cry when watching a movie. Cried like a baby at the end of this one. Beautiful movie, and in my opinion the best Pixar film to this day.Great representation of Dias de los Muertos, and shown in should a beautiful and colorful way (Maybe Trump will get more appreciation for Mexican culture!), and most of all, the music is unforgettable! I rarely give a film more than 4 stars, but now it's very well deserved!"
"322",4.5,"  Best animation movie I've seen in a long time. I was quite sceptical but I was amazed by the flick. Great work, amazing soundtrack, lovely characters. A bit too sad though."
"323",5,"  You must go watch Coco.It's a beautiful exploration of music, life and family. I loved the Mexican culture dive, especially the music which is unique and touching. I was crying a lot in the 2nd half- along with most of the cinema, and thinking about it for the rest of the day."
"324",4,"  Coco n�o chega a figurar entre as melhores animações do estúdio, nem é a melhor animação de 2017, mas é visualmente lindo e muito emocionante."
"325",5,"  Great film with fun animation and storytelling. The cultural nuances are also spot on. Would recommend seeing it in Spanish if you speak it."
"326",5,"  Incredibly touching movie, especially for anyone who has lost and desperately misses a loved one. The scene with ""Coco"" at the end had me in tears but also smiles. Thank you so much Pixar, for a wonderful experience."
"327",4,"  Lovely, lovely, lovely. I didn't cry, but I'm a heartless husk. Any normal person would. The final act is a masterpiece - bravo."
"328",5,"  Coco is a great Pixar movie about remembering or forgettingor even about family"
"329",5,"  Another home run for pixar. Another perfect film delivered that focuses on family and the strength of it even through hard times and death. A true marvel."
"330",4.5,"  Beautiful story and graphics"
"331",5,"  Omg me and my girls loved this movie. The art was wonderful, music was beautiful and one awesome twist!!"
"332",5,"  One of the greatest animation i've seen in years. This movie had me crying like if I lost a family member. This movie deserves an Oscar"
"333",3.5,"  ugh; the previews for this film didn't interest me one bit so i've never really had the urge to watch it. but watch it, i did, today -- and of course i loved it. the heartstrings were pulled & tears were shed. i don't love it as much as i've loved other Pixar films, so i probably won't watch it again, but it was well worth the only watch."
"334",4,"  Strengths: As always with Pixar films, this was visually stunning. Bright colors and exquisite animation are all over Coco. Where the movie truly excels is in its heart. Very few movies targeted towards kids can get you as emotional as this one did. I teared up twice in the closing moments and am not ashamed to admit that. The voice acting is strong across the board, especially by the newcomer lead, Anthony Gonzalez (Miguel). The heartbreaking work of Gael Garcia Bernal (Hector) is the highlight here. The movie does a masterful job in showcasing the Mexican culture and paying respect to their traditions, without being over the top. It's a tough line to toe. One thing Pixar always masters is how they craft an entire world in places we don't expect. Toys, cars, feelings, animals, and now, the dead. The world of the dead is explained and shown in enough detail that we come to understand it very well.Weaknesses: There's a clearly underdeveloped main villain. It's technically Ernesto de la Cruz (Benjamin Bratt), but we're only privy to that information after a large chunk of story. He doesn't get a ton of time to stand out. For a film about music, there's a disappointing lack of it. We only really get two songs and one is honestly kind of bland. A case could be made that some parts won't really work for the young audience it aims for.Overall: Another wonderfully charming outing from Pixar Studios. The thoughtful narrative, combined with the magnificent visuals, make for one of their best works in years. You'll laugh, cry, and find yourself in awe at times."
"335",5,"  Exquisite animation celebrates family and culture. Invigorates an unpredictable story that made kids in the cinema dance and punch the air. Sophisticated dialogue provokes reflection and stirs emotions of all present in ways few films manage."
"336",5,"  Pixar have done it again. Beautiful - ugly crying in the cinema. I will remember my family better after this."
"337",5,"  Such a lovely film , recommend to all."
"338",5,"  An amazing animation and a master piece. Another emotional and outstanding treat from pixar."
"339",5,"  A visually stunning movie containing within it an inspirational and heartwarming story. With characters fully drawn both in animation and real human foibles, the unique story follows a young Mexican boy pursuing his dream to play music in a family that has banned all music. Delving deeply into Mexican cultural history, that is revelatory but not dogmatic, it traces a story that is not predictable and always fascinating. Without any stereotypes of character or traditional Disney story line, it illuminates ideas of death, growing up family and pursuing one's dreams at all costs. Coco does all this masterfully and stunningly in less than two hours. Don't miss it,"
"340",4,"  Pixar is constantly surprising me. I had no idea how this idea would work, but it was beautifully executed. Got tears at the end. Okay, the main song was played a few too many times, but overall very sweet. Good twists and turns to the story that my kids and I all enjoyed."
"341",5,"  Beautiful, heartfelt, funny, entertaining"
"342",3,"  Very colorful. The settings steal the show, though the candy-skull skeletons are clever. The songs are okay, the obligatory art-gag features Frida Kahlo, and the heart-tugging is about memory this time.."
"343",4,"  Such an amazing heart warming little gem"
"344",5,"  Wonderful movie for the whole family! Good story with some unexpected twists and turns. Great soundtrack as well."
"345",5,"  From toys to monsters to robots to the voices inside our heads, Pixar has done it all. But with Coco, Pixar gives us a taste of the Mexican culture and the Land of the Dead. Beautifully animated with a story that teaches everyone to follow their dreams, fun characters, both living and dead, and compelling music to tell another amazing story from the Pixar geniuses."
"346",5,"  i didnt know that a movie so bright and colorful would make me tear up on the ending. It really stabs you with the word ""family"" written on the blade of a knife"
"347",5,"  The only movie I decided to create an account and write a review...."
"348",4.5,"  Huge surprise for me. The twist that they pull off in this movie is truly beautiful and hard to see coming. Not only is the animation beautiful but it tells a very compelling story as well."
"349",5,"  cried the whole way though. absolutely loved it"
"350",0.5,"  To quote Mr Bush - that was some weird shit"
"351",3.5,"  While the movie's visuals are stunning, and rich underlying culture interesting, Coco's storyline is not at par with Pixar standard. Compared with Inside Out for example, the lead character lacks the complexity and inner struggles on the road to find one's true identify."
"352",5,"  Another work of art from Pixar"
"353",1.5,"  Yet more emotional gibberish from Pixar! How am I not surprised? Some of us are smart enough to no longer be fooled by this! But in a year of horrible animated films it doesn't really surprise me to once again see everyone acting like this now the single best animated ever! It'll be quickly forgotten as it should by this summer, guaranteed!"
"354",4,"  Deftly emotional and sincere with its story, Coco carves its own edge into Pixar's brilliant track record and stirs up a tale of music, family and purpose all intertwined with the backdrop of the Mexican celebratory day of the dead. Like Monstropolis or Andy's Bedroom before it, the Land of the Dead is both intoxicatingly deep and also viciously energetic. At some points of the film I did feel like it went a little off track and the film also unfortunately suffers from an extremely under-developed main villain and this was an aspect of the film that felt pretty rushed, but apart from that everything else was pretty much perfect. The few songs that are in the film are all extremely memorable and soulful and the voice acting is brilliant, particularly Anthony Gonzales as the protagonist and Gael Garcia Bernal as Hector. There weren't as many ""wink wink nudge nudge"" moments as are usually present in Pixar films, so this may be one for the adults to avoid slightly as there wasn't much comedy present there for more mature audiences, however the emotional punch of an ending was definitely something that all would be able to appreciate."
"355",5,"  Truly remarkable and beautiful movie a must watch for everyone."
"356",5,"  Beautiful movie. The mexican tradition really stands out and I love it! Fun for all the family"
"357",5,"  THE BEST MOVIE. So many emotions, happy, suspense, excitement, fear, sadness, and all around amazing. I very very very strongly suggest you watch it or buy it, I am that confident you'll love it."
"358",5,"  COCO *****The latest animation by Disney is a modern day triumph showing that in ever changing climates that they still have the power to provide the heartwarming classic tales to new generations.?Coco�follows the story of a young Mexican boy banished from following his dream of music by his family and on the celebrated Day of The Dead he triggers a curse that sends him to the world of the Dead. Yes, yes I know not quite Bambi in fact the pitch raises the question as to whether Disney was taken over by a morbidly obsessed fan of the latest Mexican hating President but evidently that is not case. Coco is a beautifully crafted story that has to be one of the more original animations from Disney for some time.   The premise fresh playing on the traditions of the Mexican nation. The film highlights their diverse culture and celebrations in a glowing light instead of the hate filled rants coming from a certain White House Resident. The film makers have almost purposely taken the film as a climate orientated opportunity to ,  show the world that not everyone is painted with the same brush.?The story flows in the rather standard way in the first act but is truly notched up there onwards to propel expectations and style of the modern day animations much like Frozen allowed the twist to freshens it's style.?The animators are in no doubt of their audiences which accounts not only for children but the adults accompanying them with a story that in the third act  has borrowed a narrative that is almost Shakespearean in it's tragedy and unites the audience with it's common humanity. ?Knowing full well that the prime audience is children the makers impose good morals and messages in a story that touches, amuses, entertains and surprises you with sweet tenderness.?The jokes are funny, the songs are catchy and the effects are the standard spot on animations that just seem to fail to age.?I was skeptical of how Disney would pull of a hard sell premise of a kid who spends the film hanging out with dead talking skeletons but hey it works and I can't wait to see what they do next.  "
"359",4.5,"  one of my best pixar flims just behind toy story 3"
"360",5,"  Visually stunning and filled with beautiful music, Pixar cleans house again as they delve into an important aspect of a beautiful culture."
"361",5,"  A wonderful fantastic animation of brilliant colour, song and true heart and soul. I didn't know much about this film before seeing it and was drawn into story and character, richly interwoven with Mexican culture and family history. Exceptional acting from the young star, Anthony Gonzalez, whose singing voice was a delightful surprise. I'm sure this young star will have a brilliant career ahead. I loved the themes in this film that digs deeply into our need for family connection."
"362",4,"  A fun and emotional display of Mexican folklore. Bravo"
"363",5,"  Simply fantastic, it brought tears to my eyes."
"364",5,"  a new Pixar classic!a beautiful setting, great characters, and a hero with some intelligence!I've had misgivings about recent Pixar sequels and been frustrated with some other movies attempt to focus on family but this movie did it well!"
"365",4.5,"  The first Mexican Disney movie Coco is fun to watch and shows us Mexican culture its great a fun family movie 9/10"
"366",5,"  The Best Pixar Movie"
"367",5,"  Beautiful animation, lovely music and a heartwarming story that will stay with you for a long time - definitely worth seeing."
"368",4.5,"  Beautiful, moving, well paced, appropriate for all."
"369",5,"  The past 8 years Pixar's films haven't been all that great besides inside out, but coco helps Pixar find their way back on track."
"370",3.5,"  An okey film with too much attention"
"371",5,"  Probably the best pixar film yet. Seems really respectful to Latin culture. Had some great music and best of all was a visual masterpiece. Regardless of age, see this film."
"372",5,"  Very good. W Bella in RWC.Strong all the way around! Add as Movie Library title."
"373",5,"  Colorful. delivery great store of Mexican culture in inspiring and make me tear."
"374",4.5,"  Very touching.But it is a little creepy"
"375",5,"  Without a doubt my favorite Disney movie!"
"376",0.5,"  I really hated it because I haven't sawed it yet"
"377",5,"  I never had my doubts that Disney's next installment would have been a masterpiece! It really is a masterpiece! ""Coco"" managed to tell the most beautiful story, had such a great plot, and created such a wonderful world and managed to haunt me for life. There are little things that are important in life and ""Coco"" is all about those things. It is a family movie, more than other animated movies, and is full of soul. ""Coco"" is an instant classic!"
"378",5,"  Wonderful family movie with a narrative that is long overdue."
"379",5,"  A faultless offering from Pixar. Bright, funny, poignant, action packed and a stunning spectacle. A heart wrenching ending that makes me well up just thinking about it! Absolutely up there with Toy Story, Nemo and Up!"
"380",2.5,"  I didn't like this movie, I believe that the theme of 'look at life differently' has been done far better in other movies of the past and that the setting wasn't really right to tell the story to its potential.The characters as always with Pixar, are mostly relatable and likeable but I had a hard time liking the main character Miguel as I thought he was a bit selfish and was basically the 'musician who wants to be a star' trope but I liked the side characters 'Philipe and Oscar' because even with limited screen time they still made me chuckle with their introduction to the story. I'll give the movie credit for its wonderful soundtrack and it's solid animation but other than that there is nothing much I can give this movie. I don't know whats next in the pixar line up but I know it will probably be better than Coco."
"381",5,"  Great family flick along the lines of Tim Burton. Many thanks, lots for everyone."
"382",5,"  Coco is one of Pixar's finest. Much like Inside Out, it'll have the adults reaching for the tissues and the kids reaching for the popcorn. It is beautifully animated, spectacularly plotted, and is Pixar's closest film yet to a musical. Pixar seem to take more tears out of me with each instalment and I am totally okay with that."
"383",4.5,"  Whilst predictable at times it nether the less tells a heartwarming story with real emotional impact."
"384",5,"  I absolutely loved this movie! I can see why it has a high rating on here! There was so much to it that I personally learned, a lot that I related with. Perhaps people found it boring if they were not familiar with Mexican culture, but it is truly accurate of what the culture represents. I could watch it again, and definitely recommend it."
"385",5,"  Disney Pixar never disappoints."
"386",4.5,"  You can't miss one of the best Pixar flicks of the decade!"
"387",4.5,"  This movie makes me update the family tree. Rejoin with all the family members. It was an amazing journey."
"388",2,"  although well done and pleasant to watch the underlying message of all dead people gather in a place for eternity and keep coming back etc etc is very old fashioned and very religious without any further study on the subject accepting a priori something that is tottaly questionable and it doesnt make sense. the only message i kept is a symnbolic approach of the importance of family togetherness."
