"","Rating","Text"
"142",0.5,"  WHERE TO EVEN BEGIN, THIS MOVIE tried to copy the plot of the tomb raider game from 2013 and failed. it was nothing but lazy writing as they copied himiko and yamatai straight from the game while still trying to add a twist to the story. These writers are nothing but talentless hacks because the story for both the setting and himiko were already taken and if they were going to put an entirely new spin on what himiko was they should have just made a new story. But they didn't, which shows you how pathetically untalented these people are. Some things to note: 1) They changed Himiko from sun queen to some goddess of death 2) they introduced an evil organization named trinity that seeks to control the supernatural, and that they hired mercenaries to get Himiko's power, which replaces the game's original idea of stranded madmen that knew that they were being kept on the island by an unnatural force and wanted to find an ancestral link in Lara's friend, Sam, in order to sacrifice Sam to Himiko so that they may be freed from the island (Long story very short).so they copied the game plot but removed lara's asian friend sam, which in the game, served to be the reason that lara pursued the villains of the island she was trapped on. Sam was taken and Lara, being a loyal friend went to save her; bringing Lara into direct confrontation with people trying to kill her and thus leads to the development of lara's fighting abilities. At first, she struggled with killing people, which was entirely reasonable as this is her first encounter with bad situations. The game lays out the foundation for Lara's development in both skill and character from the beginning, but the movie does not succeed in any character development of Lara at all. Instead, it was so condensed that we could hardly see a city girl develop into an explorer, and the main reason she went after the mercenaries was because her father was written into the script to be alive on the island and that he said some DISAPPOINTING things to her because she didn't burn his notes like he asked. Is that really the kind of motivation for a city girl with no background of violent encounters to suddenly risk life and limb and go toe to toe with ruthless mercenaries? no, it is not, and it's infantile and stupid.Next, we see the writers try to copy the game's original wound near Lara's hip, but that just makes the whole writing seem even more lazy. In addition, the ice axe was an important part of Lara's arsenal in the game, where Lara had to climb on multiple OCCASIONS and use it as a weapon as well. HOWEVER, the movie had decided to introduce it without Lara needing to climb anything serious at all. Instead it was brought out later (ALONG WITH THE USE OF THE BOW AND ARROW) as a marketing ploy to draw the connection to the game. Lara only used it once, and we didn't even see snow. There was no point for these mercenaries to have it at all, and out of all the weapons available, that was the most pointless one she could have picked. Next was her fight with the main antagonist, and she honestly threw her ice axe on the ground so that she could jump on a shaky ladder connecting the pathway into Himiko's chamber to the entrance of the cave so that she could go toe to toe with a trained mercenary. On this shaky ladder, she also decides to use plenty of kicks, which is stupid and pure nonsense. This might seem petty for a movie, but the whole point of the Tomb Raider reboot was precisely to be more realistic and show a vulnerable character grow into the explorer we all knew her to be, and neither the experienced Lara Croft, nor the inexperienced Lara Croft would kick someone while standing on a ladder hanging above their drop to the death. Of course, the whole fight scene was pointless as she drives the antagonist back from the ladder and in towards Himiko's cave only to kick the ladder down anyways. All of this pointless crap just to say the most eye-rolling catch phrases ever. Finally, their twist on Himiko was that there was nothing supernatural about her, that she was a carrier of a disease that killed anyone by her touch. Not only does this go against all the adventures of Tomb Raider, but unfortunately they introduced trinity as the organisation that seeks to control the supernatural; and they were active on Yamatai, looking for Himiko's power. So they introduce an organisation that seeks out the supernatural to increase their power and they merely introduce a disease, it simply doesn't work. Honestly, Richard's (Lara's father) description of trinity could be wrong, this would have been a nice twist, perhaps for a later installment after they introduced Trinity earlier on and actually introduced Trinity as an organisation that went after supernatural power only to uncover a disease; however, with a bare minimum introduction, the lazy writing and theft of the plot of the Tomb Raider 2013 game, I believe that the writers unintentionally contradicted themselves here. They are that bad. The writers should be fired for having no talent and sent to prison for their theft and destruction of a great story and character."
"143",5,"  Loved it. Not sure why the critics hated it. It was exactly what you would expect from a movie based on a video game. critics seem to all love obscure boring movies just to prove they are artistic and objective... but the fact that they think alike proves they are lemmings completely out of touch with the general public they are supposed to serve. tomb raider never stood a chance with critics."
"144",3.5,"  You know what? I liked it. At least a little bit. It doesn't have the same, campy fun as the original movie has, but it trades that out for a main actress with an amazing performance who isn't defined by sex appeal, and a story that, yes, has some structural and pacing issues, still manages to be faithful to the source material while being easy to follow and overall enjoyable. Would I recommend this to people who aren't fans or haven't seen the original? Eh, probably not, but I wouldn't say skip it or run away from it if you aren't interested. But if you're a tag-along to someone who wants to see it, I think you'd be surprised."
"145",3.5,"  quite impressed to be honest, the movie takes its time. it builds the flaws of Croft which is a total different tone then what we are used to from the orgininal movies. Vikander does an amazing job carrying this movie, there are some scenes where she blew me away with her acting. the one thing the movie lacks is as much action as I expected, I really hope this does well enough for a sequel because I really loved this"
"146",2,"  The acting is a generally cringeworthy, but some are better than others. Attempts at comedy & sentimentality miss the mark more often than not. Most big set piece action sequences are really good, (the bike chase through london was done well), but the chase through the docks is a pointless waste of screentime. Overall scene should have been allowed to play out in longer cuts rather than trying to needlessly build tension with fast editing and stupid sound effects. The hired goons that make up the army personnel are terrible, people are smarter than that and have more soul/personality.The Himoko story line was badly fleshed out, lara's father's obsession is bordering on insanity with little evidence as to why he is actually obsessed (fair enough your wife died, but get a grip man and move on - flashbacks are a cheap way to fill out backstory and don't work here)"
"147",5,"  Very entertaining. Good acting, good action, good stunts, all good"
"148",3.5,"  At just under two hours, Tomb Raider feels a bit long in the tooth by the time the credits roll, especially with the bulk of the first act feeling largely inconsequential, and the final ten minutes being devoted to laying the groundwork for an inevitable sequel. But the core elements - Lara using a combination of intelligence and athleticism to solve puzzles, outwit adversaries and navigate thrilling action beats - are superbly entertaining, and this outing may provide the film series with the same jolt of life enjoyed by its video game counterpart."
"149",3.5,"  Is tomb raider... actually kind of good? This movie had some serious pacing issues around the middle, but overall it extremely exciting and fun to watch, and it actually had a lot of tension. It was a decent movie in general, which for a video game adaptation is amazing. This is basically the Dark Knight of video game movies."
"150",3,"  I think Alicia Vikander is a great Lara Croft and I've really enjoyed the beginning with an inexperienced Lara in combat and without being the rich heiress, but someone normal; the problem begins with the development of the plot, which is simple and they don't stop explaining it again and again as if we were stupid to get it, the father and daughter scenes are repetitive, bored and they don't have chemistry for you to believe it also and this hurts me so much is that is a movie whose action scenes are very similar to those of the new video games (almost the entire movie) but the characters are horrible, the villain's motivation and evil are pathetic and there is no group dynamics with the sailor (I don't remember his name) I still do not understand at what point he begins to worry so much about Lara to the point of risking his own life ...It is a short and mediocre copie and paste of the stories and action scenes of both new video games but with mediocre and stereotyped characters, I miss the group dynamics that the characters of the video games or the old Lara Croft had."
"151",3,"  This was a movie I was looking forward too. I've always been a fan of the Tomb Raider games so it was great to see it back on the big screen. As origin stories come, it's a good character one but it falls into the usual pitfalls and cliches of an action hero, or heroine as the case may be, movie.Lara's father died on a mystery trip to find an ancient supernatural being called Himiko and Lara has been in denial since. In the 7 years, Lara has not accepted her inheritance because it means it would confirm her fathers death. There is so much emphasis on the relationship between Lara and her father and we are constantly reminded of it in the film. So much so that you could see what was going to happen, no matter how much I didn't want it to. Lara eventually gets to the island and low and behold, finds her father alive. This was something that really annoyed me. The origin of Lara is that she picks up her father's love of tombs and interests and carries on his legacy, something that can't be done if he is alive. By the end of the movie, Lara's father does die and in turn, she will carry on her fathers legacy but I felt it was unnecessary for him to be alive and something we have seen before.Another thing that we have seen before is the 'supernatural being' that will destroy all mankind if found so it has to be stopped. It did have interesting mythology and in the end, I enjoyed the twist that it was a disease and Himiko was sacrificing herself so it didn't spread. It was better than the VFX monster I thought we were going to get, but at the same time it did feel very general. For this type of movie, this is the standard type of villain or goal if you will, it didn't bring anything new to the table.Tomb Raider is far from all bad and it's shining light is without a doubt, Alicia Vikander. Vikander really brings the character of Lara to life and humanises her. There was always a risk that the character would be very 'video-gamey' and she would not fear death and be good at everything. With Vikander, you can see the fear and the growth in Lara. Lara isn't good at everything and she makes mistakes and by the end, when she is in her signature pony tail and double handguns, it does feel earned and satisfying. You can tell Vikander really threw herself into the role and she has to be praised for it.The one thing this movie had to get right was it's use of puzzles and problem solving. It's the fundamental basis of why Lara Croft is a well loved character. It doesn't delve too far into puzzles but we get a few at the end and it's great to see Lara figure them out and save them from the brink of death. The set pieces in which Lara flings herself to safety, although questionable that she could really jump that far, they are great to watch and it does ramp up the tension.Once Lara is back in London, it seems like Lara stumbles on a bit of a conspiracy in the fact that this big bad company is actually owned by Croft Industries and it seems to set up future movies. I wish it had started this through out the movie. Drop Easter eggs and throw away comments the whole way through, it would have felt worthy of a sequel then as there would have been more unanswered questions. It does seem like the last 5 minutes are a little racked on in the hope of a sequel.DIAGNOSIS - MINOR TO MAJOR SURGERYTomb Raider falls into the usual plot points of a movie, father is dead, then alive, try and save the world from virus, save world. If we can look past the story and focus of the movie, we do get a really compelling character arc and it's great to see Lara grow into the Lara Croft we love. Vikander alone deserves to explore this character more and I think it would be good to see a whole movie as Lara Croft being the confident Tomb Raider. I hope it gets a sequel but stay away from dead family members and supernatural diseases!Matt"
"152",0.5,"  Ok, so you know how everyone dislikes less flashy marvel superheroes and hates their mindless origin stories? So what we essentially have is an origin story of low-tier superhero. This unappetizing meal is garnishied by politically correct AND no-name casting. Entire movie is literally shots of some groups of men of random racial attunement, mixed up with attempts of our brave soldier Jane, the only somewhat redeemable character in the flick, to outplay them. The plot is beyond atrocious; nothing bad guys ever do makes sense. Same goes for acting. I was taking 2 year break from going to movies, and the first thing i see is this piece; the break was caused exactly by being subjected to a movie of a same caliber of quality, the Equals. Just my luck, i guess."
"153",5,"  IT IS AMAZINGGGGG and alicia did amazing"
"154",5,"  i thought this movies had great pacing, and was a really good revamp on the story. I really hope they continue this franchise."
"155",2.5,"  Despite some nice gritty action moments and Alicia Vikander's best efforts to portray a difficult character as Lara Croft, ""Tomb Raider (2018)"" fails to live up to the original game, all while delivering another midly entertaining yet forgettable film adaptation of a videogame."
"156",3,"  After a long plagued history of dogged video game movies, it's assuring to call this one at least ""okay"". Alicia Vikander fits into her action-loving character like a glove - and thankfully with zero female objectification. The effects and designs also deserve mention. Of course, the one thing that's always a problem, and it causes a lot of head-scratching as to why it is, is a plot with plenty of holes and flat characters."
"157",5,"  It was every thing I was hoping to see in a Tomb Raider movie. Action, adventure, some puzzle solving, and of course some tomb raiding"
"158",4.5,"  I was pleasantly surprised with this movie. Being a mega Tomb Raider fan for the past 15 years now, I was worried how this movie would live up to the character of Lara Croft and her type of adventures (Alicia Vikander was an odd casting choice in my eyes). However, after seeing this movie, I can proudly say it holds the Tomb Raider spirit and effectively portrays the new Lara Croft. Vikander's small intricacies in her performance really sold me on her Lara. The story was interesting and full of tense moments, and the visuals were top notch. Many of the action scenes were genuinely gripping. I was a bit disappointed with the big reveal of Queen Himiko's powers towards the end, it didn't have the oomph I was hoping for.Overall, a fun, thrilling, well-acted video game movie that lives up to the franchise it comes from."
"159",2.5,"  D'AVANTAGE MIEUX FAIT QUE LES PRÉCÉDENTS FILMS AVEC ANGELINA JOLIE, ALICIA VIKANDER PARVIENT À DONNER UNE TRÈS BONNE CRÉDIBILITÉ AU PERSONNAGE DE LARA CROFT MAIS MALHEUREUSEMENT, CE N'EST PAS ASSEZ POUR SAUVER COMPLÈTEMENT LE FILM QUI SOUFFRE D'UNE TROP GROSSE PRÉVISIBILITÉ SCÉNARISTIQUE ET SANS PRISE DE RISQUES."
"160",5,"  Super job by the new crew! Looking forward to the next one."
"161",3,"  Tomb Raider is a step in the right direction for video game movies, although a rather minor step; the movie plays it safe, avoiding being either dreadful or great. At least I can say it was mildly entertaining. A decade has passed since Angelina Jolie portrayed Lara Croft and now someone new is taking a stab at the role - Academy-award winning actress Alicia Vikander. Vikander gives the character a higher degree of authenticity; each grunt and scream that follows her colliding with a tree or doing something else dangerous actually sounds like it is coming from the actress. The sounds are not masculinized to obvious falseness and make Croft appear the vulnerable young women she is. Vikander's Lara still has the high-level of courageousness and toughness of the traditional character while still appearing genuine. It is Vikander's portrayal of Lara Croft that is the standout element of the film; the movie focuses less on the sex appeal of the character and more on the heroism she possesses. Walton Goggins plays the villain, ""Mathias Vogel."" While his performance is fine, there are flashes of intensity and intimidation from him here and there, the character himself is as bland as they come. Vogel is no more than the ""gun-toting psychopath"" the movie describes him to be. To call him a villain is even a stretch as the only true intention he has is far from evil since all he wants to do is leave the island and get home to his family. With a weak antagonist and an uninspired origin story, the film is both plain and forgettable. Lara Croft heads out to an island where she believes her father vanished, runs into a guy that likes to shoot people, and has to stop him from getting his hands on a supernatural tomb or else there will be astronomical consequences. It sounds like something you would get out of an Indiana Jones flick. However, Indiana Jones was great because its characters made the sometimes-cheesy plots entertaining. In Tomb Raider, there is only one significant driving force, and that is Lara Croft herself. The side characters lack value and as mentioned earlier, the antagonist does little to push Croft forward. Daniel Wu might have had a chance as a side character if he had been given a reasonable amount of screen time. The story and movie suffer from these faults. The latest Tomb Raider reboot is two hours long and yet only feels one-and-a-half; time flies by fast. The action scenes are cool no matter how exaggerated some may be. There is almost never any downtime. If the scene is peaceful one moment you can bet that something will happen to change that. I had a fine time watching Tomb Raider and believe if the writers can get a little more inspired there is value in creating a sequel and continuing the newest form of the franchise; but based on what I saw, I can't help but call Tomb Raider merely average."
"162",3,"  Alicia Vikander certainly makes this saga worth watching. There was more of a plot played out than what I was expecting. The action sequences are well choreographed, although some appear far more like a game than natural, which I suppose should be expected. It?s fun entertainment."
"163",5,"  I loved the grounded approach to the story. I think a story is always better when there is at least an attempt at plausibility. Tomb Raider delivers on that while still providing plenty of good action. I rather liked the background story, so I don't know what the critics are complaining about. It makes Lara a very real person that many people can relate to, not just some rich girl with a taste for action. Despite the rating by critics who almost always get it wrong, and fanboys who would have rather seen a big tit Lara, I highly recommend this movie!"
"164",3.5,"  Alicia Vikander as Lara Croft is a perfect combination of girl power and heroic action. This movie is living proof of an actually good video game movie."
"165",3.5,"  Actually we saw this a week ago, but I didn't post a review. This movie has a ton of faults but in the end we left feeling like we had been entertained and that's what counts.Alicia Vikander has the lead role and does a fine job. Lots of stunts, including four or five hanging by one hand over a something or other. She also has a Elf Quiver that never runs out of arrows. There is a lot to find wrong with this but in the end the characters are charming and the action is fun. Recommended as long as you don't get too picky."
"166",5,"  Tomb raider was amazing I was absolutely blown away it's cast was absolutely fantastic, it's plot was exceptional and it's action scenes and cgi was even better. The set up was great and so was the directing I felt it has way more potential than what everyone is saying. It was empowering and made Lara Crofts character even better than the originals. I hope someone decides to make a sequel because it's ending definitely made doorways to other movies. Overall I really appreciated this movie and all of its cast and I hope the ratings get higher cause in my opinion it definitely deserves way over 80%. It was a great action packed adventure with loads of exciting moments, this for me is highly recommend for all ages above 12"
"167",4,"  As a fan of the game franchise, and one who was very happy with the 2013 reboot, I thoroughly enjoyed this film. There were a few changes that had me scratching my head, but they were easy enough to get past. I would recommend to any fans of the franchise and those just looking for a fun action flick."
"168",5,"  This movie was pretty much what I wanted from a tomb raider movie. Also , probably one of the best video game movies in a long while."
"169",4.5,"  I watched the movie thinking i would be dissapointed but this movie is actually a pleasant surprise, the first half of the movie is the best part of the movie obviously"
"170",2,"  You know what you haven't heard enough about recently? That's right, identity politics, and I'll bet for movies in particular representation has hardly even come up. Well just leave it to me, a white, cis-hetero male to man-splain or, if you will, com-man-plain (?) about our cinematic paradigm and the shift that should be happening but isn't (even though it seems like it is). In the past year or two there have been a spate of films that have broken the mold for representation in Hollywood, and for all the avid audience members that cheer triumphantly at a particular casting decision or character trait, there is a white, cis-hetero man with tears welling up in his eyes for joy at the steady increase of his bank account. Ultimately, it's people like Kevin Feige who are on cloud nine when a movie like Black Panther dominates the box office, and people like Jim Whitaker who taste the pain when a movie like A Wrinkle in Time will most certainly fail.Admittedly, it is a cynical viewpoint to consider only the financial results of a film and who benefits from it the most. After all, Ryan Coogler will have a massive budget on whatever his next film is if he doesn't get resigned to the Mediocre-Superhero-Cinema-Industrial-Complex. He will probably cast as many people of color as he can fit into the movie because he can and probably should. As proven by the Oscars this year, Hollywood is a diverse, splendorous world where all are freely invited to spend their money. They have always had a one-size fits all attitude about what a film can be about and who it's for. Up until a few years ago, the size that fit all consisted of diverse casting, but not too diverse because they didn't want to alienate the WmiddleHaged,ImiddleTclassE demographic who frequented theaters the most.See, it's not just finances, it's marketing too. Since we've had a p(l)easant three decades of Reagan America's ""War on the Poor"", the dwindling middle class and the even more dwindling movie-going public have become the diverse melting-pot of ethnicities, races, genders, and sexual identities that we were told America is supposed to be all about. So it's no wonder that gender and race inclusive casting seems awesome in the cultural vacuum of the few people who actually still want to go to a theater and the film makers who need to make money off of them. However, it reeks of hollow lip service to pretentious assholes like moi. ""Think of the children"" one may retort, ""finally, they have heroes to look up to that look like them."" There's the problem: I don't like children - regardless of race, gender, and nationality. There are too many of them, the world owes them nothing, and they are annoying especially in a movie theater and most of the time on film.This is at the heart of my argument, there's a massive problem with the glorification of nostalgia and childhood. It allows film makers to be even more lazy with themes, dialogue, plot logic, and character development than usual. Nothing more is expected past a certain intellectual threshold, and it is childish in every sense of the word. Wonder Woman is strong and cunning, and that's it. Black Panther is strong and cunning, and that's it. It's not a new thing. There have always been these stoic and simplistic archetypal leads filling an anthropomorphic hole in their respective films, but that was before CG sucked the soul out of everything surrounding the Person with No Name. A constant upping the ante of fantastical environments has led to a clinical and critical shortcoming of major productions. These worlds and characters are transient thrills to fill a progressive atrophy in imagination. They are hot-button trigger words to trick you into aligning with a blank canvas of a character for reasons almost completely external to the films they inhabit as opposed to experiencing a fantastical world through the open eyes of a timeless character. They've overspent their value as pre-nostalgic set-pieces for the sake of a quick buck and at the cost of your attention. It's another superficial ""by the numbers"" decision to maximize revenue.It wouldn't be so bad if these characters had some insightful sense of depth. I'm not talking about an elaborate set of titles and fart-box MacGuffin swords they acquired on the magical Neptunian archipelago of Antarctica. I'm talking about real human emotion. I'm talking about strange and terrifying ethical conundrums that changed them as people, deep-seated regrets that haunt them at night, splendorous moments where they felt connected to something beyond love and thought - not fate and destiny and that one guy who died or that one guy who killed everybody that always seem to be the stand-ins for character motivation. Everything is spelled out unambiguously and simplistically because if an audience is left to ruminate about something too long, they will probably get out of their seats and trash the theater in a mass hissy fit like the children they are assumed to be. I feel bad for the races, genders, ethnicities, and orientations being represented in these movies because the audience they are meant to embody are being talked down to and sold short.Lara Croft, the titular Tomb Raider, is a woman who is overly capable of a decathlon, but most importantly, she is a pre-existing IP that is easily capitalized upon amidst our socio-political disdain for patriarchy despite the fact that every motivation she has is in service to or as a reaction to her daddy (who loves her, as we are reminded through constant flashbacks). The plot is a mixture of the vastly superior Raiders of the Lost Ark and the similarly crappy The Mummy (2017). This pisses me off because Alicia Vikander is a great actress who should be in more movies, but here she is given a boring, sexless, ersatz-empowerment role in a film where her character might as well have been played by a blue chimpanzee, or worse, Tom Cruise. I'm sorry if what I'm about to say will irreparably crush your nine year old daughter's dreams of becoming the President of Earth, but this movie sucks."
"171",1,"  Save your money but more importantly save your time.... that is unless you need a reason to fall asleep"
"172",3.5,"  A female-led action movie where is the woman is *NOT* an infallible, unstoppable ""badass""? How refreshing!"
"173",5,"  It was great, plot is not the best one out there but the overall direction and pace of the movie feels on point, Alicia made a stunning performance."
"174",5,"  Action packed and lots of fun!"
"175",5,"  This Lara Croft was fierce and the poor reviews don't do it justice."
"176",3,"  Entretenida palomera as� que le pongo tres estrellitas. ??"
"177",4,"  I feel this highly under-rated film, and I hope to see them do more with it."
"178",1.5,"  This movie was forgettable, uninspired and just plain bad. The only reason I'm giving this movie 1.5 stars is because I am a fan of Alicia Vikander - and lets face it she looks hot in this movie. Otherwise, this was just another really bad and seriously unnecessary reboot of a franchise that was bad in the first place."
"179",3.5,"  Tomb Raider brings back pieces of the best parts of the series while allowing itself to set new standards for the franchise on screen. Although, many of Lara Croft's motivations seem slightly uninspired and sporadic, it's still an exciting and entertaining experience."
"180",3,"  Alicia Vikander is great, there's some excellent action that reminds you of the game (in a good way) and there's a decent mystery/puzzle/trail making up the plot. It's got problems but there's lots to enjoy too!"
"181",3.5,"  Led by a strong performance from Alicia Vikander, Tomb Raider is a fairly harmless popcorn movie with glimmers of potential, at least whenever the story avoids the video game elements."
"182",2,"  Plenty of suspense, but this movie is inferior to the previous Tomb Raider movie series and honestly has some pretty boring scenes. I was expecting more from the actual tomb itself too. Those scenes fell way below expectations...eh."
"183",4,"  It was so much fun to watch this new lara croft reboot. I like how it starts at the very beginning. Even if you have never played any of the games your not missing anything. I am hoping for a sequel."
"184",4,"  I thought this was a really fun take on the Lara Croft story."
"185",3,"  Although it has some plot holes, it is still enjoyable"
"186",3,"  Stale characters and an incidental story weigh down most of the film, but its satisfying action scenes and strong lead performance makes Tomb Raider arguably the best video game movie so far."
"187",3.5,"  This movie step up with a new champion who added a grit and humanized the Lara Croft character. Alicia Vikander has brought to Lara what Danial Craig brought to James. You see he bleed and can feel her pain. She can get her butt kicked but pick herself up and kick back. The movie sets up the relationship with her father which will drive her in to sequels to be more the Lara that we know. I enjoyed the movie the narration and scrip could use some work and the plot was typical and predictable but Alicia Vikander is a Lara I can look forward to seeing again."
"188",4,"  My kids and I enjoyed this show. Fun entertainment. The plane and waterfall scene was suspenseful. Not as good as a Raiders of the Lost Ark but entertaining and fun. I am posting a positive review and we will likely see it again."
"189",3,"  While the storyline is generic, Alicia Vikander's performance elevates this movie above all other video game films. It is certainly not a masterpiece, but definitely a step in the right direction."
"190",4.5,"  I really like this movie, glad it is set up for sequel. It is a video game scripted movie and was really good at being just that. It was really entertaining, never slow. I would like to see this again in the theater, which is my measure of whether a movie is good or not."
"191",2,"  Never saw the original, so don't know if this version is better or worse. I did find it comical that Kroft is shooting arrows, while everyone else is using machine guns. She can hit her targets, while the guys shooting guns can't."
"192",4,"  Good entertainment movie"
"193",4,"  I actually really enjoyed this film! Vikander was a fabulous young Lara Croft and I appreciate the mix between film and video game. It was thrilling and smart. I will definitely be adding this to my Tomb Raider collection!"
"194",1.5,"  In 2001, Angelina Jolie brought to life a video game character and added a sense of humor, fun, and sexiness that makes these characters appealing. While the Jolie Tomb Raider movies are not memorable in terms of story, there is no denying that she made a memorable character. Alicia Vikander's turn at this origin story leaves much to be desired, not in terms of acting, but in terms of caring. We simply don't get to care enough about Lara because there really isn't much there to care about. As a result, we don't really care that much about the story, her relationship with her father, or whatever secret shadow organization is pulling the strings for the inevitable sequel. There are some great action sequences, but they run just a little bit too long, making them more of a chore to get through than fun to watch. Here's hoping that any future installments will be a lot more fun."
"195",0.5,"  This actress isn't good to be Lara we all deserve. Her rettagnle face just cant be watched for whole time od movie, i really regret i spend my money for this."
"196",5,"  I was extremely impressed by how well Alicia portrayed Lara. While the other films were amazing, they felt more like a video game (which they are) but this one feels more like a true action film to me! This movie makes me feel like I'm in the world of Lara and the other characters. I was amazed by the stunts. In an interview I briefly heard Alicia talking about doing stunts but I wasn't sure if they were done all by her. Props to whoever did them! They were amazing! Alicia can fill Angelina's position quite well and I'd look forward to seeing another Tomb Raider film or a film following Lara Croft."
"197",3,"  TOMB RAIDER- 66%Fun to watch. It was fun to watch Tomb Raider, however, i'm getting sick of these Hollywood blockbuster movies. The maze runner, Jumamnji, and now Tomb Raider are all so similar. I want to feel amazed as I was in Call me by your name. Story wise and execution: 1.7/3.5Acting: 2/2.5Camera Work: 1.7/2Sound: 1.2/2Overall Score: 3.3/5"
"198",4.5,"  Wonderful female role model. Good action, believable backstory and truly enjoyable all around."
"199",4.5,"  If you are a fan of the video game this is a fantastic movie... if not then its still a pretty decent action flick.. Alicia did a great job."
"200",0.5,"  It's Lara Croft, that watched and could not believe what this actress took on this role, they took replaced the Canon, it's not ""tomb raider, and some survival of"" okay game, but the film, we waited for 17 years that used here she played A. Vikander, where she for this role, it is not like, not canonical, is another issue Vikander is that it does not feel of aristocracy, rather, it is suitable for the role of Jessica Jones or Bella from ""Twilight"" or the heroine of ""the hunger games"", a kind of normal girl from a small American town (actually Swedish). There in her eyes no anger, no pain, no adventure, only anxiety tired rabbitIt's funny that the story eventually plays the theme of survival, which was stated in the promo for the game, but in reality the game was absent. To survive Vikander can, and to be a Lara Croft - is unlikely. ( to the actress I'm good, but that's not her role, it's a pity the petition never came to the bosses of the film). Lara Croft, which is not in different parts of the world riding and gets into different adventures, and survives almost the entire film in one location, I sincerely want that b was not continued and, God forbid, by 5 to 10 years will restart again with the Canon actress"
"201",2,"  Forgettable and boring. This Tomb reboot is undoubtedly action-packed and enthusiastic, but fails to deliver in the narrative, hanging precariously onto the missing father - pining daughter trope that was more irritating than endearing. Couldn't help pining for Angelina Jolie who looked more the part of Lara Croft than Alicia Vikander."
"202",3,"  Good but needs more fun"
"203",4,"  Really enjoyable, some unimaginative writing in parts, and lost the best characters from the game, it as it's own thing, It's a great movie"
"204",5,"  I didn't expect anything like Black Panther, and it was plenty good. Story was entirely predictable through the second half, but it was sufficiently fun to earn a bunch of stars."
"205",3.5,"  My ratings aren't polished in the least bit. Just a warning. Considering that it's a movie based on a video game, it's pretty good. The father daughter connection was definitely a great direction to take. I don't know what it is. It almost feels like I'm watching video game cinematic scenes sometimes. Objectively, this may not be the film's fault. Perhaps the mere fact that I know it's based on a video game unfairly colors my opinion in a negative way. Overall, it's a solid competent action movie. With a good attempt at balancing the action with character development and story."
"206",3,"  I went in with low expectations and ended up liking the movie. I think Vikander is great and I love her version of Lara. She's not just a physical bad ass, but also has human qualities and makes mistakes. She's also intelligent without being too clever. The plot was a bit boring and paint by numbers but some of the action was great. Overall not a bad movie."
"207",5,"  Idk why this movie had such bad reviews. It was excellent!"
"208",5,"  Outstanding movie in every respect, can't wait for the next one(s)...!!!"
"209",3,"  Vikander gives a great performance as an independent and strong-willed young lady. Certainly not a Mary Sue."
"210",4,"  Much better than the others. Nothing spectacular, but not a waste of money either. Good entertainment. I bet the series fan will not be disappointed."
"211",5,"  Super excited for more tomb raider movies."
"212",1,"  Just awful writing and stooopid ending: nothing to like"
"213",5,"  This action movie had me at the edge of my seat the whole time. I loved it! I like that it is filled with lots of suspense and tense moments that make you feel as if you are inside the scenes. I love when a movie draws me in like that, because there are unexpected surprises. What also attracted me is the actors' work and the impressive way they portray the characters that make you feel as if you are with them and feeling what they are going through. The storyline and the actors combined make you forget what is going on around you and focus on the interesting film that is unfolding right in front of you. The storyline is about Lara Croft (Alicia Vikander), the independent daughter of an adventurer who mysteriously disappears for years. Croft embarks on a journey to find her missing father, in hopes to solve the mystery of his disappearance. She goes off to a weird destination she reads about in one of her father's journals and leaves without hesitation. Even though the destination is a tomb on a mythical island that might be somewhere off the coast of Japan, she leaves with the drive to find out what happened to him. Lara must trust herself, mind, and spirit, to make it out alive of this adventure. My favorite scene is when Lara is stuck on the airplane and about to fall into a waterfall. This scene markes the moment when I most felt as if I was living this tough moment with her and the one that completely drew me. It is a complex scene where she finds herself at the top of a waterfall almost falling and then, finds an old helicopter that she can hold unto. She gets on top of the helicopter, but later realizes that the old helicopter is breaking down and she has to get out of there as soon as possible. Watching her go through all that without falling made me feel super anxious and nervous, as if I was in the scene with her. The important messages of this film are to never give up and to always fight for what you believe is the right thing to do. In the movie, Lara always has this drive to accomplish any goals she sets herself to complete. I think that is the secret for all challenges in general and all the objectives Lara reaches in the film. You need to believe in your abilities to achieve the goals you want and need to have the motivation that helps get you there. I rate this film 5 ot of 5 stars and recommend it for people from 13 years old to 18, as well as adults. reviewed by Alejandra g., kids first! film Critic. For more reviews by youth, visit kidsfirst dot org."
"214",3,"  Female Indiana Jones light. Not good, not bad."
"215",3.5,"  A Lara Croft who's top priority is survival rather then looking cool. This is a mix of Katniss Everdeen and Indiana Johns. This is a movie that took the best things from the video games, and made into a cinematic experience."
"216",4,"  I lile the treatment they give to Lara Croft, she is no longer a walikung pair of gigantic boobs, she feels relatively real."
"217",5,"  An inspiring adventure that fulfills every expectation I had. Alicia Vikander, Dominic West, Walton Goggins and all the other actors seem to be made for their roles. Just as fresh was the harsh reality in contrast to the earlier Tomb Raider films, which is also due to the surprisingly unmagic but no less entertaining solution to the riddle of Yamatai. A classic masterpiece that draws you into a spell."
"218",5,"  I loved it! I am a huge fan of the games and in my opinion the movie was incredibly made amd pulse-raising even though the plot was completely different from the game it was based on."
